VfVIOS_Pct_VirtlThrtPstn1X_Old,sys_tps_1x_lst,,,,,,,,,,
VfETCI_Pct_ThrotPstnIndUndef,sys_tps_scaled,VfVIOS_Pct_ThrotPstnFinalUndef,,,,,,,,,
SfETCI_Pct_TPS_1_Displacement,sys_tps1_pct,throttle zeroed position1 percentage,,,,,,,,,
VfETCI_Pct_TPS_1_Norm,sys_tps1_pct_raw,,,,,,,,,,
NfETCI_Pct_TPS_1_LearnedMin,sys_tps1_zero_nv,learned tps1 zero position,,,,,,,,,
SfETCI_Pct_TPS_2_Displacement,sys_tps2_pct,throttle zeroed position2 percentage,,,,,,,,,
VfETCI_Pct_TPS_2_Norm,sys_tps2_pct_raw,,,,,,,,,,
NfETCI_Pct_TPS_2_LearnedMin,sys_tps2_zero_nv,learned tps2 zero position,,,,,,,,,
NfVIOS_T_MinAmbientAirThisKey,sys_trp_iat_min_nv,minimum iat this trip,,,,,,,,,
VaVIOS_U_OxygenSnsrs,sys_o2_vlt,averaged upstream o2 sensor volt,,,,,,,,,
VfVIOS_v_VehSpd,sys_veh_spd,,,,,,,,,,
VfTORQ_p_VirtActlSlowIMEP_MBT,tq_estd_imep_ref,,,,,,,,,,
SfTORQ_p_IntakeToExhaustPrssLoss,tq_exh_to_intk_p_dlt,,,,,,,,,,
PfTORQ_M_RubbingFriction,tq_fric_loss,,,,,,,,,,
VfTORQ_p_ActSlowIMEP,tq_imep_base,,,,,,,,,,
VfTORQ_p_ActSlowIMEP_MBT,tq_imep_ref,,,,,,,,,,
VfTORQ_p_DsrdSlowIMEP,tq_imep_sp,,,,,,,,,,
VfTORQ_Pct_DsrdThermalEff,tq_them_eff_sp,,,,,,,,,,
VfTORQ_Pct_DsrdRelBrkTorq,tq_tot_req_pct,total requested torque percent,VfVIOS_Pct_ThrotPstn,,,,,,,,
VfVCPC_phi_BX_Exh_ActlPstn,vvt_b1_exh_act,,,,,,,,,,
VfVCPC_phi_BX_Intk_ActlPstn,vvt_b1_intk_act,,,,,,,,,,
VfVCPC_phi_BX_Intk_DsrdPstn,vvt_b1_intk_sp,,,,,,,,,,
VfVCPC_phi_CamPhasingOverlap,vvt_vlv_ovlp_ang,,,,,,,,,,
PfSPRK_phi_MBT_SparkAdvance,ig_iga_ref,,,,,,,,,,
VfOPIS_T_OilTempInput,sys_oil_t,,,,,,,,,,
SfVCPC_w_Intk_DsrdPstnCurrAbsRateLmt,vvt_intk_abs_sp_lmtd,,,,,,,,,,
VfTORQ_M_ActBrakeTorq,tq_clch_torq,,,,,,,,,,
VaFUEL_t_15p6TimArry,fmsp_pow_dly,,VaFUEL_t_15p6TimArry[2],,,,,,,,
VaFUEL_t_15p6TimArry,fmsp_tq_af_dur,,VaFUEL_t_15p6TimArry[37],,,,,,,,
VfTORQ_M_ActGrssIndTorq,tq_ind_torq,,,,,,,,,,
VfTORQ_M_TotAccessoryTorq,tq_aux_torq,,,,,,,,,,
PfTORQ_M_ALT_Torq,tq_alt_torq,,,,,,,,,,
PfTORQ_M_AC_FrictionTorq,tq_ac_torq,,,,,,,,,,
PfTORQ_M_PS_FrictionTorq,tq_ps_torq,,,,,,,,,,
VfVIOS_Pct_ALTER_PWMLoadFilt,sys_alt_pwm,,,,,,,,,,
VfTORQ_p_ActFastIMEP,tq_imep_act,,,,,,,,,,
SfVCPC_phi_BX_Intk_DsrdStepSize,vvt_intk_sp_dlt,,,,,,,,,,
VbVCPC_EnblCondsMet,vvt_actv_cnds_met,,,,,,,,,,
PbKNOC_CAM_Cmps_Mode,knck_vvt_knk_stat,,,,,,,,,,
VbKNOC_CCESC_Selected,knck_knk_ctrl_cfg,,,,,,,,,,
VbKNOC_CCESC_Enbld,knck_knk_en,,,,,,,,,,
VfEPSE_m_LeadGmsAirPerSec,afm_pred_frsh_air_flw,,,,,,,,,,
VaKNOC_IntensityValWin2,knck_vlt_raw1,raw knock intensity signal from Filter frequency 1,,,,,,[0],,,
VaKNOC_IntensityValWin2,knck_vlt_raw2,raw knock intensity signal from Filter frequency 2,,,,,,[1],,,
VaKNOC_IntensityValWin2,knck_vlt_raw3,raw knock intensity signal from Filter frequency 3,,,,,,[2],,,
VfKNOC_pct_CmpndKnockIntWG2,knck_knks_int,knock intensity combined from three Filter frequency,,,,,,,,,
SfKNOC_pct_AvgCmpndKnockIntWG2,knck_knks_filted_int,filter average knock intensity combined from three Filter frequency,,,,,,,,,
NaKNOC_Pct_CCESC_IntensityMAD,knck_knks_int_dlt,Mean Absolute Deviation of knock intensity signal,,,,,,,,,
SaKNOC_Pct_CCESC_KnockIntThrshWG2,knck_det_thr_cyl1,knock intensity threshold for cylinder1,,,,,[0],,,,
SaKNOC_Pct_CCESC_KnockIntThrshWG2,knck_det_thr_cyl2,knock intensity threshold for cylinder2,,,,,[1],,,,
SaKNOC_Pct_CCESC_KnockIntThrshWG2,knck_det_thr_cyl3,knock intensity threshold for cylinder3,,,,,[2],,,,
SaKNOC_Pct_CCESC_KnockIntThrshWG2,knck_det_thr_cyl4,knock intensity threshold for cylinder4,,,,,[3],,,,
VbKNOC_CCESC_KnockThreshExceeded,knck_knk_det,true means knock of engine detected,,,,,,,,,
SaKNOC_phi_CCESC_FastRetard,knck_iga_fast_rtd_cyl1,Fast IGA knock retard for cylinder 1,,,,,[0],,,,
SaKNOC_phi_CCESC_FastRetard,knck_iga_fast_rtd_cyl2,Fast IGA knock retard for cylinder 2,,,,,[1],,,,
SaKNOC_phi_CCESC_FastRetard,knck_iga_fast_rtd_cyl3,Fast IGA knock retard for cylinder 3,,,,,[2],,,,
SaKNOC_phi_CCESC_FastRetard,knck_iga_fast_rtd_cyl4,Fast IGA knock retard for cylinder 4,,,,,[3],,,,
VaKNOC_phi_CCESC_SlowRetard,knck_iga_adp_rtd_cyl1,adaption IGA knock retard for cylinder 1,,,,,,,,,
VaKNOC_phi_CCESC_SlowRetard,knck_iga_adp_rtd_cyl2,adaption IGA knock retard for cylinder 2,,,,,,,,,
VaKNOC_phi_CCESC_SlowRetard,knck_iga_adp_rtd_cyl3,adaption IGA knock retard for cylinder 3,,,,,,,,,
VaKNOC_phi_CCESC_SlowRetard,knck_iga_adp_rtd_cyl4,adaption IGA knock retard for cylinder 4,,,,,,,,,
VaKNOC_phi_CCESC_Retard,knck_iga_tot_rtd_cyl1,final IGA knock retard for cylinder 1,,,,,,,,,
VaKNOC_phi_CCESC_Retard,knck_iga_tot_rtd_cyl2,final IGA knock retard for cylinder 2,,,,,,,,,
VaKNOC_phi_CCESC_Retard,knck_iga_tot_rtd_cyl3,final IGA knock retard for cylinder 3,,,,,,,,,
VaKNOC_phi_CCESC_Retard,knck_iga_tot_rtd_cyl4,final IGA knock retard for cylinder 4,,,,,,,,,
PfOPIS_p_OilPresInput,sys_oil_p,,,,,,,,,,
VfVCPC_phi_BX_Intk_CamPstnErr,vvt_intk_b1_pos_err,,,,,,,,,,
VfVCPC_phi_BX_Exh_CamPstnErr,vvt_exh_b1_pos_err,,,,,,,,,,
VfVCPC_phi_BX_Exh_DsrdPstn,vvt_b1_exh_sp,,,,,,,,,,
SfVCPC_r_Intk_SprkActlToDsrdPstn,vvt_intk_err_rt,,,,,,,,,,
SfVCPC_r_Exh_SprkActlToDsrdPstn,vvt_exh_err_rt,,,,,,,,,,
VfEPSE_m_LeadIntakePortFlow,afm_pred_prt_flw,由VE直接计算得出,,,,,,,,,
SfEPSE_BPE_AeTermNormz,afm_ar_eff,,,,,,,,,,
SfEPSE_BPE_FlowTermNormz,afm_amp_flw_scld_rt,,,,,,,,,,
VbFUEL_O2_ReadyB1,fmsp_uo2_rdy,,,,,,,,,,
VeFUEL_FuelMode,fmsp_fuel_st,,,,,,,,,,
VfETSE_dm_IntCombustedAirflow,afm_air_flw_sum,,,,,,,,,,
VbFUEL_CL_FailSoftRequest,fmsp_cl_diag_fl,,,,,,,,,,
VsTORQ_Flags,tq_fc_en,,FuelCutoffCtrlEnabled,,,,,,,,
PaFLOS_SW_HeaterDC_State,osht_uo2_ht_st,,,,,,,,,,
PaFLOS_SW_HeaterDC_State,osht_do2_ht_st,,,,,,,,,,
VeFUEL_O2_StatusB1,fmsp_uo2_rch,,,,,,,,,,
VeFUEL_PurgVlvOvrd,fmsp_adp_cp_ctrl,,,,,,,,,,
VfFUEL_Bank1BLM,fmsp_adp,,,,,,,,,,
VbFUEL_BLM_LrnActiveB1,fmsp_adp_chg_actv,,,,,,,,,,
VbFUEL_BLM_LrnAllowedB1,fmsp_adp_chg_met,,,,,,,,,,
VfFUEL_PurgeOnOffIndex,fmsp_adp_cp_indx,,,,,,,,,,
VfFUEL_afr_CrankAirfuel,fmsp_bs_st_af,,,,,,,,,,
VfFUEL_afr_InCrankAF,fmsp_st_af,,,,,,,,,,
VbFUEL_InClearFlood,fmsp_clr_afr_en,,,,,,,,,,
VbVIOS_VehMoving,sys_veh_mov,,,,,,,,,,
PbFUEL_ColdRstrtModeEnabled,fmsp_cld_restrt,,,,,,,,,,
NaVIOS_t_PrevRunTimeLoRes,sys_eng_trt_lst_nv,,[0],,,,,,,,
NaVIOS_t_PrevRunTimeLoRes,sys_eng_rtm_lst_nv,,,,,,,,,,
NaVIOS_t_PrevRunTimeLoRes,sys_veh_rtm_lst_nv,,,,,,,,,,
NfLPCC_t_CurSoakTime,offt_off_dur_nv,,,,,,,,,,
NfFUEL_afr_FinalRunAtKeyoff,fmsp_off_af_nv,,,,,,,,,,
VbFUEL_HotRstrtModeEnabled,fmsp_hot_restrt,,,,,,,,,,
PfFUEL_t_HotRstrtModeSoakTimAccm,fmsp_hot_offt_sum,,,,,,,,,,
VfFUEL_afr_CrankAF_Timeout,fmsp_st_af_bias,,,,,,,,,,
VfFUEL_afr_OpenLoopBaseRunAF,fmsp_run_af_bs,,,,,,,,,,
VfFUEL_afr_RunAF_TimeOutCamPhs,fmsp_run_af_bias,,,,,,,,,,
NfFUEL_afr_RunAF_Timeout,fmsp_run_af_bias_nv,,,,,,,,,,
VfFUEL_afr_CrankToRunAF_Delta,fmsp_st2run_af_dlt,,,,,,,,,,
VeFUEL_BLM_CellType,fmsp_adp_scp,,,,,,,,,,
PbIDLE_CondsMet,ensc_eng_idl,,,,,,,,,,
NfFUEL_afr_TimeoutAtKeyoff,fmsp_off_run_af_bias_nv,,,,,,,,,,
VfFUEL_afr_OpenLoopBlendedRunAF,fmsp_st2run_af,,,,,,,,,,
VfFUEL_afr_OpenLoopRunAF,fmsp_run_af,,,,,,,,,,
VbEXAC_CatalystTempTooHi,extc_cat_prot_en,,,,,,,,,,
VfEXAC_CatTempHiAirFuelRatio,fmsp_cat_prot_af,,,,,,,,,,
VbEXAC_ExhManOverTempProtectAct,extc_exh_prot_en,,,,,,,,,,
VbFUEL_HotEngPrtctdCondsMet,fmsp_eng_prot_en,,,,,,,,,,
VfETSE_T_IntakePortTempInDegC,afm_intk_prt_t_c,,,,,,,,,,
VbFUEL_TRQC_AFR_InUse,fmsp_tq_af_en,,,,,,,,,,
VbFUEL_CL_DesiredAF,fmsp_stch_af_en,,,,,,,,,,
SfETSE_T_IntakeValveTemplimited,afm_intk_vlv_t,,,,,,,,,,
VfETSE_T_IntakeValveTemp,afm_intk_vlv_t_raw,,,,,,,,,,
VfFUEL_afr_TargetRunAFB1,fmsp_af_sp_raw,,,,,,,,,,
VfFUEL_afr_Stoich,fmsp_stch_af,,,,,,,,,,
PeFUEL_TranShfAF_DecaySt,fmsp_gr_in_af_st,,,,,,,,,,
PeFUEL_AC_FirstEngageAF_DecaySt,fmsp_ac_in_af_st,,,,,,,,,,
VfFUEL_Pct_TranShftAFR,fmsp_gr_in_af_fac,,,,,,,,,,
PfFUEL_Pct_AFR_AC_FirstEngageShft,fmsp_ac_af_fac,,,,,,,,,,
VfFUEL_afr_RampOffsetB1,fmsp_af_rmp_stp,,,,,,,,,,
VfFUEL_afr_OSC_OffsetB1,fmsp_osc_af_bias,,,,,,,,,,
PbFUEL_OSC_DepletionInProgress,fmsp_osc_af_actv,,,,,,,,,,
VfFUEL_r_Runner_FPW_Corr,fmsp_pw_port_t_fac,,,,,,,,,,
VfFUEL_t_PrimeBPW,fmsp_prm_pw,,,,,,,,,,
PbFUEL_O2AbnState1,fmsp_adp_uo2_err1,,,,,,,,,,
PbFUEL_O2AbnState2,fmsp_adp_uo2_err2,,,,,,,,,,
NfFUEL_BLM_CellContents_B1,fmsp_adp_nv,,,,,,,,,,
VaFUEL_BLM_LrndThisTrip,fmsp_adp_chgd,,,,,,,,,,
VfFUEL_t_InjOffset,fmsp_inj_bias,,,,,,,,,,
VyFUEL_NumOfCylsOn,fmsp_inj_actv_cnts,,,,,,,,,,
NbFUEL_PrimePulseEnbl,fmsp_prm_pw_en,,,,,,,,,,
VfFUEL_dm_InjectorFlow,hw_inj_flw,,,,,,,,,,
PbFUEL_DisableMisf_Cyl,fmsp_misf_inj_off,,,,,,,,,,
VfFUEL_FPV_Correct,fmsp_pw_bat_vlt_fac,,,,,,,,,,
PeFUEL_FCO_FwdGearState,fmsp_fwd_gear,,,,,,,,,,
VfVIOS_Pct_EGR_Pstn,sys_egr_pos_act,,,,,,,,,,
VfEGRC_Pct_DsrdEGR_Pstn,egr_pos_sp,,,,,,,,,,
PfEGRC_Pct_PstnErr,egr_pos_err,,,,,,,,,,
PbEGRC_EGR_NormCondsMet,egr_conds_met,,,,,,,,,,
VfEGRC_UnboundedDsrdIntkPortEgrRatio,egr_ratio_sp,,,,,,,,,,
PfEGRC_Pct_EGR_Integrator,egr_dc_i,,,,,,,,,,
PfEGRC_Pct_EGR_PI_DutyCycle,egr_dc_p_i,,,,,,,,,,
VfEGRC_Pct_EGR_DutyCycle,egr_pwm_dc,,,,,,,,,,
VbEGRC_EGR_HW_CondsMet,egr_hw_rdy_st,,,,,,,,,,
PbEGRC_EGR_IAT_CriteriaMet,egr_iat_met,,,,,,,,,,
VfETSE_TK_CatTemp,afm_cat_temp,,,,,,,,,,
VfETSE_T_EGR_InletTemp,afm_egr_t_in,,,,,,,,,,
VfETSE_T_K_Coolant,afm_ect,,,,,,,,,,
VfETSE_T_EGR_OutletTemp,afm_egr_t_out,,,,,,,,,,
SfETSE_T_CoolEffectByEgr,afm_exh_prt_t_egr_bias,,,,,,,,,,
SfEXAC_T_EGR_CatTempDelta,extc_cat_t_egr_bias,,,,,,,,,,
EPSE_p_EGRInletPresEst,afm_egr_p_in,,,,,,,,,,
VfETSE_T_K_IntakeAirTemp,afm_iat,,,,,,,,,,
SfFUEL_phi_PE_EOIT_Offset,hw_pow_eoi_bias,,,,,,,,,,
SeFUEL_DFCO_RPM_Thrsh_Group,fmsp_puc_espd_thr_typ,,,,,,,,,,
VbFUEL_DFCO_Enabled,fmsp_puc_en,,,,,,,,,,
VbFUEL_DFCO_CondsMet,fmsp_puc_met,,,,,,,,,,
VbFUEL_DFCO_ExitDueToCoastThru,fmsp_puc_coast_ext,,,,,,,,,,
VbFUEL_DFCO_ExitDueToMAP,fmsp_puc_map_ext,,,,,,,,,,
VbFUEL_DFCO_ExitDueToRPM,fmsp_puc_espd_ext,,,,,,,,,,
VbFUEL_DFCO_ExitDueToTPS,fmsp_puc_throt_ext,,,,,,,,,,
SbFUEL_DFCO_MAP_CriteriaMet,fmsp_puc_map_met,,,,,,,,,,
SbFUEL_DFCO_RPM_CriteriaMet,fmsp_puc_espd_met,,,,,,,,,,
VbFUEL_DFCO_TPS_CriteriaMet,fmsp_puc_throt_met,,,,,,,,,,
SbFUEL_DFCO_EngRunTimCriteriaMet,fmsp_puc_run_met,,,,,,,,,,
SbFUEL_DFCO_HiVehSpdCriteriaMet,fmsp_puc_hi_vspd_met,,,,,,,,,,
SbFUEL_DFCO_MedVehSpdCriteriaMet,fmsp_puc_med_vspd_met,,,,,,,,,,
VbFUEL_DFCO_VehStpdCondsMet,fmsp_puc_prk_met,,,,,,,,,,
VaFUEL_t_15p6TimArry,fmsp_puc_on_dur,CeFUEL_DFCO_EntryTim,,,,,,,,,
VaFUEL_t_15p6TimArry,fmsp_puc_off_dur,CeFUEL_DFCO_ExitTim,,,,,,,,,
VbFUEL_ClearFloodFCO_Enbl,fmsp_fco_clr_en,,,,,,,,,,
SbFUEL_HiRPM_FCO_Enbl,fmsp_fco_espd_hi,,,,,,,,,,
SbFUEL_HiVehSpdFCO_Enbl,fmsp_fco_vspd_hi,,,,,,,,,,
PbFUEL_PN_HiLimitRPM_FCO_Enbl,fmsp_fco_pn_espd_hi,,,,,,,,,,
PbFUEL_ETC_FCO_Enbl,fmsp_fco_etc_en,,,,,,,,,,
VeFUEL_FCO_Mode,fmsp_fco_st,,,,,,,,,,
VcFUEL_RampInRefCtr,fmsp_fco_ext_ref,,,,,,,,,,
VcFUEL_RampOutRefCtr,fmsp_fco_actv_ref,,,,,,,,,,
VyFUEL_BLM_CellNumber,fmsp_adp_area,,,,,,,,,,
VfFUEL_t_FinalBPW_B1,fmsp_pw_unlmt,,,,,,,,,,
